Selection,View,channel,begin_time,end_time,Low Freq (Hz),High Freq (Hz),Delta Time (s),Delta Freq (Hz),Avg Power Density (dB FS/Hz),Agg Entropy (bits),Center Freq (Hz),PFC Max Freq (Hz),PFC Min Freq (Hz),Max Freq (Hz),Annotation,filename,StartMicInWater,EndMicInWater,filepath,label,call_length,split_type,date_str
32,Spectrogram 1,1,123.735598158,124.007656934,3076.923,4153.846,0.2721,1076.923,-55.79,2.525,3750.0,4125.0,3187.5,4125.0,N,220225_0105,16.938526557,600.986650538,annotations,1,0.2720587760000086,train,220225
33,Spectrogram 1,1,127.355801279,127.640009245,3076.923,4153.846,0.2842,1076.923,-45.72,2.36,3750.0,4125.0,3187.5,3937.5,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.2842079660000109,train,220225
34,Spectrogram 1,1,135.87686576299998,136.08134844,2769.231,3971.223,0.2045,1201.992,-40.65,2.158,3187.5,3937.5,2812.5,3000.0,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.2044826770000156,train,220225
35,Spectrogram 1,1,145.388062585,145.638062542,3230.769,4153.846,0.25,923.077,-57.91,1.951,3750.0,4125.0,3562.5,3750.0,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.249999957,train,220225
36,Spectrogram 1,1,146.608650608,146.939532904,4307.692,5230.769,0.3309,923.077,-48.52,1.476,4687.5,5062.5,4312.5,4687.5,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.3308822959999986,val,220225
37,Spectrogram 1,1,148.99100313600002,149.204238393,4153.846,5076.923,0.2132,923.077,-48.78,1.578,4687.5,4875.0,4500.0,4687.5,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.2132352569999796,val,220225
38,Spectrogram 1,1,149.476297169,149.667473607,3846.154000000002,4769.231,0.1912,923.077,-51.77,2.298,4312.5,4687.5,3937.5,4312.5,N,220225_0105,16.938526557,600.986650538,annotations,1,0.1911764380000136,val,220225
39,Spectrogram 1,1,152.38118177200002,152.665450386,4153.846,5093.525,0.2843,939.679,-43.14,1.896,4687.5,5062.5,4312.5,4500.0,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.2842686139999841,val,220225
40,Spectrogram 1,1,157.564880417,157.888409773,3076.923,4153.846,0.3235,1076.923,-50.99,2.03,3562.5,3750.0,3187.5,3375.0,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.3235293559999945,train,220225
41,Spectrogram 1,1,168.95671989299998,169.301295692,2417.266,4153.846,0.3446,1736.58,-54.29,2.378,3750.0,4125.0,2437.5,4125.0,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.3445757990000118,train,220225
158,Spectrogram 1,1,169.40143757,169.49970851700002,4316.547000000001,5007.194,0.0983,690.6469999999998,-45.46,1.237,4687.5,4687.5,4687.5,4687.5,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.0982709470000031,val,220225
42,Spectrogram 1,1,174.51650058299995,174.77385347900002,3230.769,4153.846,0.2574,923.077,-54.46,2.209,3750.0,4125.0,3375.0,3375.0,N,220225_0105,16.938526557,600.986650538,annotations,1,0.2573528960000431,train,220225
43,Spectrogram 1,1,175.634147447,175.847382704,4153.846,4769.231,0.2132,615.385,-57.64,1.568,4500.0,4687.5,4312.5,4312.5,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.213235257000008,val,220225
44,Spectrogram 1,1,181.823833784,182.16077204,3230.769,4153.846,0.3369,923.077,-55.53,2.002,3750.0,4125.0,3375.0,3562.5,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.3369382559999963,train,220225
45,Spectrogram 1,1,182.372304418,182.625304233,4153.846,5266.187,0.253,1112.341,-50.58,1.481,4875.0,5250.0,4687.5,4875.0,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.2529998149999812,val,220225
46,Spectrogram 1,1,185.492950794,185.676774292,4307.692,5230.769,0.1838,923.077,-47.81,1.831,4500.0,5062.5,4312.5,4312.5,N,220225_0105,16.938526557,600.986650538,annotations,1,0.1838234979999811,train,220225
47,Spectrogram 1,1,187.442184268,187.655419525,3538.462,4153.846,0.2132,615.384,-62.53,1.91,3937.5,4125.0,3562.5,3750.0,N,220225_0105,16.938526557,600.986650538,annotations,1,0.213235257000008,train,220225
48,Spectrogram 1,1,195.139571403,195.477484765,3107.914,4153.846,0.3379,1045.932,-52.42,2.073,3750.0,3937.5,3187.5,3750.0,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.3379133620000232,val,220225
49,Spectrogram 1,1,198.949585906,199.184879983,4923.077,5538.462,0.2353,615.385,-51.12,1.412,5062.5,5437.5,5062.5,5062.5,N,220225_0105,16.938526557,600.986650538,annotations,1,0.2352940770000202,train,220225
50,Spectrogram 1,1,201.434879592,201.714291308,3538.462,4153.846,0.2794,615.384,-55.99,1.614,3750.0,3937.5,3562.5,3750.0,N,220225_0105,16.938526557,600.986650538,annotations,1,0.2794117159999701,val,220225
51,Spectrogram 1,1,209.033625628,209.210096185,4461.538,5230.769,0.1765,769.2310000000001,-59.28,1.764,4875.0,4875.0,4500.0,4875.0,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.176470557000016,val,220225
52,Spectrogram 1,1,209.62921376,209.886566656,3384.615,4461.538,0.2574,1076.923,-44.72,2.148,4125.0,4312.5,3562.5,4312.5,N,220225_0105,16.938526557,600.986650538,annotations,1,0.2573528959999862,val,220225
53,Spectrogram 1,1,212.688036758,212.960095534,4153.846,4923.077,0.2721,769.2310000000001,-53.08,1.7719999999999998,4687.5,4875.0,4312.5,4500.0,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.2720587760000228,train,220225
54,Spectrogram 1,1,216.272019047,216.522019003,3230.769,4153.846,0.25,923.077,-50.09,2.263,3750.0,4125.0,3375.0,3750.0,N,220225_0105,16.938526557,600.986650538,annotations,1,0.2499999559999821,train,220225
55,Spectrogram 1,1,217.198489474,217.426430611,4461.538,5076.923,0.2279,615.385,-47.01,1.242,4687.5,5062.5,4500.0,4500.0,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.2279411369999593,train,220225
56,Spectrogram 1,1,224.941130339,225.139659716,3538.462,4461.538,0.1985,923.076,-62.93,2.164,3937.5,4312.5,3562.5,4312.5,N,220225_0105,16.938526557,600.986650538,annotations,1,0.1985293769999714,train,220225
57,Spectrogram 1,1,225.544425618,225.735602055,4615.385,5230.769,0.1912,615.384,-54.76,1.535,4875.0,5062.5,4687.5,4687.5,N,220225_0105,16.938526557,600.986650538,annotations,1,0.1911764369999957,train,220225
58,Spectrogram 1,1,229.884087872,230.11202900900005,6615.385,7538.461999999998,0.2279,923.077,-53.2,1.635,7312.5,7500.0,6937.5,7125.0,N,220225_0105,16.938526557,600.986650538,annotations,1,0.2279411370000161,train,220225
59,Spectrogram 1,1,230.171281805,230.317911326,4000.0,5093.525,0.1466,1093.525,-51.65,1.484,4687.5,4875.0,4500.0,4500.0,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.1466295209999657,train,220225
60,Spectrogram 1,1,237.709104212,238.025280628,3230.769,4153.846,0.3162,923.077,-47.32,1.5830000000000002,3562.5,4125.0,3375.0,3375.0,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.3161764159999905,val,220225
61,Spectrogram 1,1,243.571480649,243.865598245,2923.077,4153.846,0.2941,1230.769,-42.18,2.249,3562.5,3750.0,3000.0,3000.0,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.2941175959999782,train,220225
62,Spectrogram 1,1,248.207723122,248.497539136,4153.846,5007.194,0.2898,853.3480000000002,-48.74,1.536,4500.0,4875.0,4312.5,4500.0,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.2898160139999675,train,220225
63,Spectrogram 1,1,249.913607491,250.156254507,3384.615,4000.0,0.2426,615.385,-49.4,1.5719999999999998,3750.0,3937.5,3562.5,3750.0,N,220225_0105,16.938526557,600.986650538,annotations,1,0.2426470160000065,val,220225
64,Spectrogram 1,1,254.156072273,254.38401341,2769.231,3384.615,0.2279,615.384,-61.67,1.242,3375.0,3375.0,2812.5,3375.0,N,220225_0105,16.938526557,600.986650538,annotations,1,0.2279411370000161,val,220225
65,Spectrogram 1,1,259.527895481,259.741130738,4461.538,5384.615,0.2132,923.077,-48.67,2.129,4875.0,5250.0,4500.0,4500.0,N,220225_0105,16.938526557,600.986650538,annotations,1,0.213235257000008,train,220225
66,Spectrogram 1,1,260.851424663,261.05730698,3076.923,3692.308,0.2059,615.385,-38.22,1.567,3375.0,3562.5,3187.5,3562.5,N,220225_0105,16.938526557,600.986650538,annotations,1,0.2058823170000323,train,220225
67,Spectrogram 1,1,269.071508973,269.24797953,2923.077,3692.308,0.1765,769.2310000000001,-39.98,1.32,3375.0,3562.5,3187.5,3375.0,N,220225_0105,16.938526557,600.986650538,annotations,1,0.176470557000016,train,220225
68,Spectrogram 1,1,279.459943933,279.64376743,4153.846,4923.077,0.1838,769.2310000000001,-45.21,1.621,4687.5,4875.0,4312.5,4687.5,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.1838234970000484,train,220225
69,Spectrogram 1,1,279.933280206,280.191449644,3021.583,4316.547000000001,0.2582,1294.964,-57.52,2.109,3750.0,3750.0,3375.0,3375.0,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.2581694379999817,train,220225
70,Spectrogram 1,1,283.841806188,284.194915354,2923.077,3846.154000000002,0.3531,923.077,-54.4,1.798,3375.0,3750.0,3000.0,3375.0,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.3531091660000243,val,220225
71,Spectrogram 1,1,285.167515755,285.41016277200004,4153.846,5076.923,0.2426,923.077,-49.88,1.598,4687.5,5062.5,4500.0,4687.5,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.2426470170000243,val,220225
72,Spectrogram 1,1,289.78712849,289.985657868,3846.154000000002,4769.231,0.1985,923.077,-47.09,1.1840000000000002,4687.5,4687.5,4500.0,4687.5,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.1985293779999892,train,220225
73,Spectrogram 1,1,290.309187223,290.58124599900003,3076.923,3692.308,0.2721,615.385,-59.79,1.212,3562.5,3562.5,3375.0,3562.5,N,220225_0105,16.938526557,600.986650538,annotations,1,0.2720587760000512,train,220225
74,Spectrogram 1,1,295.674136689,295.843254306,4769.231,5076.923,0.1691,307.692,-55.7,0.555,4875.0,5062.5,4875.0,4875.0,N,220225_0105,16.938526557,600.986650538,annotations,1,0.1691176169999835,val,220225
75,Spectrogram 1,1,303.845060317,304.178182173,2923.077,3846.154000000002,0.3331,923.077,-45.8,1.36,3375.0,3750.0,3000.0,3375.0,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.3331218559999911,val,220225
76,Spectrogram 1,1,304.872950968,305.078833285,3846.154000000002,4769.231,0.2059,923.077,-50.95,1.4269999999999998,4500.0,4687.5,3937.5,4500.0,N,220225_0105,16.938526557,600.986650538,annotations,1,0.2058823169999755,train,220225
77,Spectrogram 1,1,310.683573706,310.874750143,4461.538,5076.923,0.1912,615.385,-48.57,1.46,4687.5,4687.5,4500.0,4687.5,N,220225_0105,16.938526557,600.986650538,annotations,1,0.1911764369999673,train,220225
78,Spectrogram 1,1,315.059763576,315.346528232,2923.077,3538.462,0.2868,615.385,-66.29,1.442,3375.0,3375.0,3000.0,3375.0,N,220225_0105,16.938526557,600.986650538,annotations,1,0.2867646560000594,val,220225
79,Spectrogram 1,1,316.047609807,316.302410419,4307.692,5384.615,0.2548,1076.923,-55.66,2.024,4687.5,5062.5,4312.5,4687.5,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.2548006119999968,val,220225
80,Spectrogram 1,1,328.380287483,328.59352274,4307.692,5076.923,0.2132,769.2310000000001,-54.9,2.197,4687.5,5062.5,4312.5,4500.0,N,220225_0105,16.938526557,600.986650538,annotations,1,0.213235257000008,val,220225
81,Spectrogram 1,1,329.269993211,329.505287287,2923.077,4153.846,0.2353,1230.769,-52.6,2.082,3750.0,4125.0,3000.0,3750.0,N,220225_0105,16.938526557,600.986650538,annotations,1,0.2352940760000024,train,220225
82,Spectrogram 1,1,332.576543157,332.753013715,4153.846,5384.615,0.1765,1230.769,-51.73,2.136,4687.5,5062.5,4312.5,4312.5,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.1764705580000054,train,220225
83,Spectrogram 1,1,333.8559547,334.105954656,2923.077,4307.692,0.25,1384.615,-58.7,2.197,3562.5,4125.0,3187.5,3562.5,N,220225_0105,16.938526557,600.986650538,annotations,1,0.2499999560000105,val,220225
84,Spectrogram 1,1,343.54621907,343.737395508,4153.846,4615.385,0.1912,461.539,-48.41,0.984,4312.5,4500.0,4312.5,4312.5,N,220225_0105,16.938526557,600.986650538,annotations,1,0.1911764380000136,val,220225
85,Spectrogram 1,1,345.105042329,345.25210112699995,4153.846,4923.077,0.1471,769.2310000000001,-41.46,1.601,4500.0,4875.0,4312.5,4312.5,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.1470587979999322,train,220225
86,Spectrogram 1,1,348.465335863,348.627100541,4307.692,5538.462,0.1618,1230.77,-53.26,2.12,4875.0,5062.5,4312.5,4875.0,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.1617646779999972,train,220225
87,Spectrogram 1,1,351.249583658,351.492230675,3230.769,3846.154000000002,0.2426,615.385,-47.98,1.3130000000000002,3750.0,3750.0,3375.0,3750.0,N,220225_0105,16.938526557,600.986650538,annotations,1,0.2426470169999675,val,220225
88,Spectrogram 1,1,353.34517153,353.587818546,4000.0,5384.615,0.2426,1384.615,-53.69,1.848,4687.5,4875.0,4125.0,4687.5,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.2426470159999781,val,220225
89,Spectrogram 1,1,357.628221874,357.87086889,2769.231,4000.0,0.2426,1230.769,-59.58,2.699,3375.0,3937.5,2812.5,2812.5,N,220225_0105,16.938526557,600.986650538,annotations,1,0.2426470159999781,train,220225
90,Spectrogram 1,1,365.397057887,365.632351963,3230.769,3846.154000000002,0.2353,615.385,-47.83,1.362,3562.5,3750.0,3375.0,3562.5,N,220225_0105,16.938526557,600.986650538,annotations,1,0.2352940760000592,train,220225
91,Spectrogram 1,1,368.840798067,368.995209805,8615.385,9384.615,0.1544,769.23,-55.91,1.888,9000.0,9375.0,8812.5,9000.0,N,220225_0105,16.938526557,600.986650538,annotations,1,0.1544117380000216,val,220225
92,Spectrogram 1,1,370.049236901,370.340797807,3076.923,4000.0,0.2916,923.077,-45.38,1.673,3562.5,3937.5,3187.5,3562.5,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.2915609059999724,train,220225
93,Spectrogram 1,1,373.120209089,373.370209045,4000.0,5230.769,0.25,1230.769,-43.67,1.44,4500.0,4687.5,4500.0,4500.0,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.2499999560000105,val,220225
94,Spectrogram 1,1,379.551990225,379.787284301,4307.692,5384.615,0.2353,1076.923,-46.08,2.224,4500.0,5250.0,4312.5,4312.5,N,220225_0105,16.938526557,600.986650538,annotations,1,0.2352940760000024,train,220225
95,Spectrogram 1,1,380.235813635,380.559342991,3076.923,3846.154000000002,0.3235,769.2310000000001,-53.31,1.599,3562.5,3750.0,3375.0,3562.5,N,220225_0105,16.938526557,600.986650538,annotations,1,0.3235293559999945,train,220225
96,Spectrogram 1,1,387.103689725,387.375748501,4153.846,5076.923,0.2721,923.077,-53.07,1.827,4687.5,5062.5,4312.5,4687.5,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.2720587759999944,val,220225
97,Spectrogram 1,1,394.7730362630001,395.03038916,3230.769,4153.846,0.2574,923.077,-60.06,1.979,3562.5,4125.0,3375.0,3375.0,N,220225_0105,16.938526557,600.986650538,annotations,1,0.2573528969999757,val,220225
98,Spectrogram 1,1,395.880281331,396.108222468,4769.231,5384.615,0.2279,615.384,-58.71,1.577,5062.5,5250.0,4875.0,5062.5,N,220225_0105,16.938526557,600.986650538,annotations,1,0.2279411370000161,train,220225
99,Spectrogram 1,1,399.306751324,399.534692461,4461.538,5384.615,0.2279,923.077,-62.02,2.1830000000000003,4687.5,5250.0,4500.0,4500.0,N,220225_0105,16.938526557,600.986650538,annotations,1,0.2279411369999593,train,220225
100,Spectrogram 1,1,400.16704529300006,400.39498643,2244.604,4057.554,0.2279,1812.95,-37.1,2.208,3375.0,3937.5,2250.0,3562.5,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.2279411369999593,val,220225
101,Spectrogram 1,1,405.536557376,405.749792633,4153.846,5384.615,0.2132,1230.769,-48.89,2.013,4687.5,5250.0,4500.0,4875.0,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.2132352570000648,train,220225
102,Spectrogram 1,1,409.45567434300006,409.77095967800005,2769.231,4153.846,0.3153,1384.615,-48.31,1.569,3375.0,3562.5,3187.5,3375.0,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.3152853349999987,val,220225
103,Spectrogram 1,1,410.345594879,410.643738939,4000.0,5384.615,0.2981,1384.615,-51.8,2.537,4500.0,5250.0,4312.5,5250.0,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.2981440599999701,val,220225
104,Spectrogram 1,1,415.741672453,416.043142989,3076.923,4153.846,0.3015,1076.923,-60.68,2.2030000000000003,3562.5,4125.0,3187.5,3375.0,N,220225_0105,16.938526557,600.986650538,annotations,1,0.3014705359999539,train,220225
105,Spectrogram 1,1,416.256378246,416.462260563,4000.0,4923.077,0.2059,923.077,-51.93,1.807,4500.0,4875.0,4312.5,4687.5,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.2058823170000323,val,220225
106,Spectrogram 1,1,421.22901623,421.427545607,2923.077,3538.462,0.1985,615.385,-56.43,0.629,3375.0,3375.0,3000.0,3375.0,N,220225_0105,16.938526557,600.986650538,annotations,1,0.198529376999943,train,220225
107,Spectrogram 1,1,421.986369039,422.261022114,4153.846,5093.525,0.2747,939.679,-51.76,1.7280000000000002,4687.5,5062.5,4312.5,4312.5,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.2746530750000033,train,220225
108,Spectrogram 1,1,430.72680542,431.113226772,2923.077,3884.892,0.3864,961.815,-37.62,1.569,3375.0,3750.0,3000.0,3375.0,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.3864213519999566,train,220225
109,Spectrogram 1,1,431.692480684,431.927774761,4153.846,4769.231,0.2353,615.385,-58.85,1.3769999999999998,4687.5,4687.5,4312.5,4500.0,N,220225_0105,16.938526557,600.986650538,annotations,1,0.235294076999935,train,220225
110,Spectrogram 1,1,437.911207097,438.087677655,4615.385,5230.769,0.1765,615.384,-54.49,1.355,5062.5,5062.5,4687.5,5062.5,N,220225_0105,16.938526557,600.986650538,annotations,1,0.1764705580000054,train,220225
111,Spectrogram 1,1,439.830324411,440.131794947,3076.923,3692.308,0.3015,615.385,-45.96,1.4,3375.0,3562.5,3187.5,3375.0,N,220225_0105,16.938526557,600.986650538,annotations,1,0.3014705359999539,val,220225
112,Spectrogram 1,1,444.081813972,444.295049229,4615.385,5230.769,0.2132,615.384,-57.06,1.55,4875.0,5062.5,4687.5,4875.0,N,220225_0105,16.938526557,600.986650538,annotations,1,0.2132352570000648,train,220225
113,Spectrogram 1,1,444.559755065,444.861225601,3230.769,4153.846,0.3015,923.077,-49.56,2.175,3750.0,4125.0,3375.0,3937.5,N,220225_0105,16.938526557,600.986650538,annotations,1,0.3014705360000107,train,220225
114,Spectrogram 1,1,449.091257312,449.351092359,4307.692,5076.923,0.2598,769.2310000000001,-44.21,1.743,4687.5,4875.0,4500.0,4500.0,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.2598350470000241,train,220225
115,Spectrogram 1,1,452.672131376,452.951543092,3076.923,3846.154000000002,0.2794,769.2310000000001,-58.03,1.835,3562.5,3750.0,3375.0,3375.0,N,220225_0105,16.938526557,600.986650538,annotations,1,0.2794117159999701,train,220225
116,Spectrogram 1,1,456.930139466,457.165433543,4153.846,4769.231,0.2353,615.385,-51.08,1.37,4500.0,4687.5,4312.5,4687.5,N,220225_0105,16.938526557,600.986650538,annotations,1,0.2352940770000487,val,220225
118,Spectrogram 1,1,457.761021675,458.07719809,2923.077,3846.154000000002,0.3162,923.077,-48.59,1.751,3375.0,3750.0,3000.0,3375.0,N,220225_0105,16.938526557,600.986650538,annotations,1,0.3161764150000294,train,220225
119,Spectrogram 1,1,464.502820256,464.752820213,2769.231,3538.462,0.25,769.2310000000001,-43.4,1.598,3187.5,3375.0,3000.0,3187.5,N,220225_0105,16.938526557,600.986650538,annotations,1,0.249999957,val,220225
120,Spectrogram 1,1,465.546937722,465.774878859,4307.692,5384.615,0.2279,1076.923,-50.38,2.3480000000000003,4687.5,5250.0,4312.5,5062.5,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.2279411370000161,train,220225
121,Spectrogram 1,1,471.142698659,471.326522156,4153.846,4769.231,0.1838,615.385,-55.61,1.538,4500.0,4687.5,4312.5,4312.5,N,220225_0105,16.938526557,600.986650538,annotations,1,0.1838234969999916,train,220225
122,Spectrogram 1,1,471.62602858800005,471.988286747,2923.077,3846.154000000002,0.3623,923.077,-42.25,1.863,3375.0,3562.5,3000.0,3000.0,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.3622581589999072,val,220225
123,Spectrogram 1,1,476.431787156,476.622963593,4153.846,5076.923,0.1912,923.077,-52.4,1.997,4500.0,4875.0,4312.5,4312.5,N,220225_0105,16.938526557,600.986650538,annotations,1,0.1911764370000241,train,220225
124,Spectrogram 1,1,478.968551421,479.262669017,3076.923,3846.154000000002,0.2941,769.2310000000001,-44.15,1.703,3562.5,3750.0,3187.5,3375.0,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.2941175959999782,val,220225
125,Spectrogram 1,1,484.939127297,485.159715494,3538.462,4153.846,0.2206,615.384,-58.11,1.5319999999999998,3562.5,4125.0,3562.5,3562.5,N,220225_0105,16.938526557,600.986650538,annotations,1,0.2205881970000405,train,220225
